fuelType,rating,renterTripsTaken,reviewCount,location.city,location.country,location.latitude,location.longitude,location.state,owner.id,rate.daily,vehicle.make,vehicle.model,vehicle.type,vehicle.year
GASOLINE,5,56,49,Baltimore,US,39.293503,-76.516659,MD,1338963,84,Chevrolet,Camaro,car,2017
GASOLINE,5,3,2,Randallstown,US,39.377968,-76.790613,MD,1446154,150,Toyota,Highlander,suv,2015
GASOLINE,5,4,3,Reisterstown,US,39.436214,-76.830533,MD,1822146,600,Mercedes-benz,AMG GT,car,2019
GASOLINE,4.93,80,74,Randallstown,US,39.379024,-76.791091,MD,1446154,60,Chevrolet,Malibu,car,2017
GASOLINE,,0,0,beltsville,US,39.062487,-76.882545,MD,9806299,80,Mercedes-Benz,E-Class,car,2012
GASOLINE,5,2,1,Frederick,US,39.404854,-77.42709,MD,15671258,46,Toyota,RAV4,suv,2013
GASOLINE,5,3,3,Laurel,US,39.085707,-76.891871,MD,2485411,45,Hyundai,Sonata,car,2015
GASOLINE,,0,0,Laurel,US,39.08598,-76.890195,MD,2485411,39,Hyundai,Elantra GT,car,2014
GASOLINE,4.74,77,61,Catonsville,US,39.294597,-76.748917,MD,624447,79,Honda,Odyssey,minivan,2005
GASOLINE,5,13,13,Pikesville,US,39.408585,-76.688868,MD,12910433,37,Kia,Soul,car,2014
GASOLINE,4.9,11,10,Baltimore,US,39.291108,-76.515659,MD,1338963,46,Honda,Odyssey,minivan,2008
GASOLINE,5,6,5,Baltimore,US,39.291569,-76.515888,MD,1338963,44,Honda,Accord,car,2012
GASOLINE,4.89,43,38,Baltimore,US,39.293041,-76.51642,MD,1338963,42,Acura,TSX,car,2009
GASOLINE,4.92,29,24,Baltimore,US,39.292135,-76.516539,MD,1338963,42,Chevrolet,Cruze,car,2017
GASOLINE,4.84,36,31,Bowie,US,38.910489,-76.74073,MD,493933,37,Toyota,Corolla,car,2017
GASOLINE,5,2,1,Towson,US,39.419245,-76.649879,MD,3400212,55,Honda,CR-V,suv,2012
GASOLINE,5,14,13,District Heights,US,38.852144,-76.913608,MD,9052334,40,Mazda,3,car,2018
HYBRID,,0,0,Gaithersburg,US,39.119913,-77.238552,MD,2967895,53,Hyundai,Ioniq Plug-In Hybrid,car,2019
GASOLINE,4.76,52,42,Cockeysville,US,39.503539,-76.633899,MD,5909229,34,Toyota,RAV4,suv,2010
GASOLINE,5,30,25,Towson,US,39.419493,-76.649669,MD,3400212,41,Mazda,3,car,2012
GASOLINE,4.82,89,74,Catonsville,US,39.295673,-76.749225,MD,624447,42,Nissan,Versa,car,2008
GASOLINE,4.82,108,90,Catonsville,US,39.295794,-76.750938,MD,624447,42,Toyota,Yaris,car,2007
GASOLINE,4.81,120,96,Catonsville,US,39.296162,-76.750338,MD,624447,39,Nissan,Altima,car,2006
GASOLINE,4.85,121,99,Catonsville,US,39.294226,-76.749117,MD,624447,37,Toyota,Corolla,car,2007
GASOLINE,5,28,25,Columbia,US,33.99151,-81.021478,SC,1097902,162,Land Rover,Range Rover Sport,suv,2016
GASOLINE,5,37,28,Cayce,US,33.95131,-81.053805,SC,9923251,51,Toyota,Camry Solara,car,2008
ELECTRIC,4.79,21,19,Lexington,US,33.894305,-81.228493,SC,76559,109,Tesla,Model 3,car,2018
GASOLINE,5,23,19,Columbia,US,33.991882,-81.020342,SC,11350367,129,Mercedes-benz,C-Class,car,2019
ELECTRIC,5,9,7,Irmo,US,34.164426,-81.201398,SC,4226617,150,Tesla,Model S,car,2014
GASOLINE,4.44,10,9,Columbia,US,34.010956,-81.003407,SC,2580292,53,Volkswagen,CC,car,2014
GASOLINE,,0,0,Columbia,US,34.027327,-81.074089,SC,15767158,50,Nissan,Maxima,car,2012
GASOLINE,5,57,52,Lexington,US,33.894739,-81.228869,SC,76559,36,Honda,Accord,car,2014
GASOLINE,4.88,18,16,Chattanooga,US,35.024448,-85.155446,TN,5252641,102,Chevrolet,Camaro,car,2018
ELECTRIC,5,18,13,Signal Mountain,US,35.172472,-85.319686,TN,10447199,150,Tesla,Model 3,car,2019
GASOLINE,5,39,30,Chattanooga,US,35.024916,-85.155637,TN,5252641,91,Jeep,Wrangler,suv,2018
GASOLINE,4.97,38,35,Chattanooga,US,35.024917,-85.155737,TN,5252641,95,Jeep,Wrangler,suv,2016
GASOLINE,4.96,28,28,Chattanooga,US,35.024367,-85.155498,TN,5252641,65,Infiniti,G37,car,2009
GASOLINE,5,26,20,Chattanooga,US,35.023739,-85.155102,TN,5252641,85,Infiniti,G Sedan,car,2013
GASOLINE,,0,0,LaFayette,US,34.761685,-85.265991,GA,9149244,254,Mercedes-Benz,G-Class,suv,2017
GASOLINE,5,17,16,Charleston,US,32.891212,-79.932738,SC,960324,89,Ford,Mustang,car,2018
ELECTRIC,5,11,10,Charleston,US,32.792041,-79.994758,SC,579281,55,Chevrolet,Bolt EV,car,2017
HYBRID,5,28,26,Summerville,US,32.970479,-80.251189,SC,10820853,56,Ford,Fusion Hybrid,car,2018
GASOLINE,5,17,16,Summerville,US,33.028117,-80.265622,SC,10820853,76,Toyota,4Runner,suv,2017
ELECTRIC,4.57,17,14,North Charleston,US,32.847336,-79.962607,SC,1152983,174,Tesla,Model 3,car,2018
GASOLINE,5,1,1,North Charleston,US,32.968353,-80.062059,SC,14231396,140,BMW,6 Series,car,2017
GASOLINE,5,4,4,Goose Creek,US,32.998695,-80.054537,SC,15273799,58,Buick,Enclave,suv,2014
GASOLINE,4.9,10,10,Charleston,US,32.819634,-80.033882,SC,14461982,31,Volkswagen,Jetta,car,2013
GASOLINE,4.92,21,13,Mount Pleasant,US,32.787124,-79.863591,SC,2774515,98,Land Rover,Range Rover Evoque,suv,2015
GASOLINE,5,43,41,Mount Pleasant,US,32.786034,-79.863414,SC,2774515,75,Mercedes-Benz,C-Class,car,2016
HYBRID,4.98,57,50,Mount Pleasant,US,32.786478,-79.86187,SC,2774515,39,Toyota,Camry Hybrid,car,2017
GASOLINE,5,16,16,Mount Pleasant,US,32.787947,-79.863015,SC,2774515,96,Mercedes-Benz,E-Class,car,2017
GASOLINE,5,13,12,Mount Pleasant,US,32.786706,-79.861741,SC,2774515,72,Mercedes-Benz,C-Class,car,2016
DIESEL,5,10,7,North Charleston,US,32.847349,-79.963006,SC,1152983,180,Mercedes-benz,Sprinter,van,2019
ELECTRIC,,0,0,Charleston,US,32.790219,-79.937797,SC,606983,300,Tesla,Model X,suv,2017
DIESEL,5,9,4,Mount Pleasant,US,32.78665,-79.862336,SC,2774515,78,Audi,Q7,suv,2010
GASOLINE,4.93,51,43,Mount Pleasant,US,32.78669,-79.86231,SC,2774515,38,FIAT,500L,car,2014
GASOLINE,4.85,14,13,Mount Pleasant,US,32.786638,-79.86231,SC,2774515,59,Audi,A3,car,2016
GASOLINE,4.58,31,26,Mount Pleasant,US,32.841431,-79.843172,SC,10393755,47,Jeep,Compass,suv,2015
GASOLINE,4.97,46,38,Mount Pleasant,US,32.786631,-79.862319,SC,2774515,37,FIAT,500,car,2015
GASOLINE,5,12,10,Mount Pleasant,US,32.786464,-79.861951,SC,2774515,50,BMW,3 Series,car,2011
GASOLINE,5,18,16,Mount Pleasant,US,32.786934,-79.862406,SC,2774515,34,Toyota,Camry,car,2014
GASOLINE,5,30,23,Mount Pleasant,US,32.786427,-79.863365,SC,2774515,38,MINI,Cooper,car,2015
GASOLINE,4.95,43,41,Mount Pleasant,US,32.787349,-79.861238,SC,2774515,36,Nissan,Altima,car,2014
GASOLINE,5,8,5,Mount Pleasant,US,32.78731,-79.863372,SC,2774515,30,Honda,Accord,car,2009
GASOLINE,,0,0,Charleston,US,32.816861,-80.071152,SC,9577322,44,Honda,Civic,car,2017
GASOLINE,4.94,38,32,Mount Pleasant,US,32.78706,-79.863551,SC,2774515,32,Nissan,Sentra,car,2014
GASOLINE,5,9,8,Hanahan,US,32.943273,-80.014783,SC,4878601,125,Nissan,Armada,suv,2017
GASOLINE,5,1,1,Mount Pleasant,US,32.791426,-79.867379,SC,5707658,100,Audi,allroad,car,2013
GASOLINE,4.38,11,8,Mount Pleasant,US,32.841456,-79.842727,SC,10393755,33,MINI,Cooper,car,2009
GASOLINE,4.94,37,31,Mount Vernon,US,41.977305,-91.473542,IA,4175693,43,Lexus,RX 350,suv,2009
GASOLINE,5,6,5,North Liberty,US,41.744138,-91.586631,IA,5427718,134,Lincoln,Continental,car,2018
GASOLINE,5,21,21,South Euclid,US,41.507317,-81.540332,OH,14952815,125,Porsche,Panamera,car,2014
ELECTRIC,4.97,65,63,Parma,US,41.355871,-81.772404,OH,8422770,132,Tesla,Model X,suv,2017
ELECTRIC,5,44,42,Parma,US,41.355166,-81.770593,OH,8422770,119,Tesla,Model 3,car,2019
ELECTRIC,4.97,71,64,Parma,US,41.355371,-81.770889,OH,8422770,115,Tesla,Model 3,car,2018
GASOLINE,5,25,23,Richfield,US,41.249902,-81.652689,OH,1828469,125,Porsche,Cayenne,suv,2013
ELECTRIC,5,4,4,Avon,US,41.450324,-82.020862,OH,11310544,179,Tesla,Model 3,car,2020
GASOLINE,5,4,2,Brunswick,US,41.239362,-81.824963,OH,14909622,56,Volkswagen,Golf GTI,car,2017
ELECTRIC,5,4,3,Lakewood,US,41.481315,-81.780864,OH,10255932,170,Tesla,Model S,car,2016
,5,6,5,Parma,US,41.354796,-81.771623,OH,8422770,130,Polaris,Slingshot,car,2020
GASOLINE,5,10,10,Avon Lake,US,41.502978,-82.051853,OH,6975072,79,Chevrolet,Camaro,car,2010
GASOLINE,5,6,5,Cleveland,US,41.501385,-81.679853,OH,15035987,90,Cadillac,ATS,car,2016
GASOLINE,4.71,8,7,Strongsville,US,41.287622,-81.802214,OH,11259843,126,Chevrolet,Suburban,suv,2019
GASOLINE,5,12,10,Richfield,US,41.217765,-81.642836,OH,297992,99,Mercedes-Benz,GLC-Class,suv,2018
GASOLINE,,0,0,Apple Creek,US,40.770644,-81.78228,OH,10526010,100,Chevrolet,Express,van,2017
GASOLINE,5,19,16,Richfield,US,41.21777,-81.64277,OH,297992,70,Mercedes-benz,C-Class,car,2019
GASOLINE,,1,0,Medina,US,41.107828,-81.822682,OH,9189775,100,Cadillac,XTS,car,2014
GASOLINE,5,1,1,Berea,US,41.36353,-81.861335,OH,11036010,32,Honda,Civic,car,2008
HYBRID,5,8,6,Mentor,US,41.675439,-81.387289,OH,1092884,97,Lexus,ES 300h,car,2016
GASOLINE,4.95,51,42,Akron,US,41.071338,-81.509146,OH,3973373,37,Honda,Accord,car,2010
GASOLINE,4.92,31,26,Mentor,US,41.676186,-81.38803,OH,1092884,79,Toyota,Sienna,minivan,2014
GASOLINE,4.91,59,46,Mentor,US,41.675099,-81.388159,OH,1092884,69,Toyota,Tundra,truck,2014
GASOLINE,4.72,81,61,North Royalton,US,41.314151,-81.708304,OH,1497130,50,Honda,Odyssey,minivan,2018
GASOLINE,5,17,14,Akron,US,41.070013,-81.508974,OH,3973373,36,Nissan,Altima,car,2013
HYBRID,5,57,49,North Royalton,US,41.31447,-81.708508,OH,1497130,40,Toyota,Prius,car,2018
HYBRID,4.85,183,155,Mentor,US,41.676145,-81.388113,OH,1092884,50,Toyota,Camry Hybrid,car,2014
GASOLINE,4.29,19,14,Parma,US,41.377692,-81.744602,OH,11446479,28,Kia,Rio,car,2009
ELECTRIC,,0,0,Charlotte,US,35.060969,-80.781338,NC,14608920,109,Tesla,Model 3,car,2019
GASOLINE,4.83,70,58,Charlotte,US,35.239733,-80.938597,NC,8437960,41,Honda,Civic,car,2016
GASOLINE,4.98,72,64,Charlotte,US,35.240185,-80.938187,NC,1993395,85,Toyota,4Runner,suv,2018
GASOLINE,4.7,34,27,Charlotte,US,35.225335,-80.900206,NC,11614798,56,Mazda,MX-5 Miata,car,2008
GASOLINE,5,4,3,Charlotte,US,35.230557,-80.93633,NC,15015038,39,Nissan,Sentra,car,2015
GASOLINE,5,19,16,Charlotte,US,35.056127,-80.754961,NC,14608920,52,Honda,Odyssey,minivan,2012
ELECTRIC,5,4,4,Mint Hill,US,35.187757,-80.612546,NC,1629574,140,Tesla,Model S,car,2014
ELECTRIC,4.99,71,67,Charlotte,US,35.282731,-80.79781,NC,1993395,145,Tesla,Model 3,car,2017
GASOLINE,4.96,33,28,Charlotte,US,35.213672,-80.869688,NC,3434139,96,Jeep,Gladiator,truck,2020
GASOLINE,5,3,3,Gastonia,US,35.260154,-81.199804,NC,14624992,72,FIAT,124 Spider,car,2017
GASOLINE,5,7,7,Charlotte,US,35.34318,-80.760159,NC,818232,349,Aston Martin,V12 Vantage S,car,2015
GASOLINE,4.88,9,8,Charlotte,US,35.21442,-80.947381,NC,9206562,54,BMW,3 Series,car,2012
GASOLINE,5,12,10,Charlotte,US,35.213441,-80.869638,NC,3434139,58,Volkswagen,Atlas,suv,2019
ELECTRIC,4.92,70,66,Charlotte,US,35.208345,-80.838616,NC,2575297,129,Tesla,Model 3,car,2019
GASOLINE,5,8,7,Charlotte,US,35.182633,-80.764099,NC,7354038,83,Mercedes-Benz,C-Class,car,2015
ELECTRIC,5,47,38,Charlotte,US,35.146264,-80.828155,NC,9113917,119,Tesla,Model S,car,2014
GASOLINE,5,10,5,Charlotte,US,35.225668,-80.900262,NC,11614798,50,Ford,Fusion,car,2013
GASOLINE,5,5,4,Concord,US,35.432085,-80.757524,NC,14745363,38,Honda,Accord,car,2014
GASOLINE,5,4,3,Waxhaw,US,34.971555,-80.675339,NC,7760472,220,Chevrolet,Corvette,car,2017
GASOLINE,5,5,5,Charlotte,US,35.192995,-80.743048,NC,14449699,85,BMW,X5,suv,2013
GASOLINE,4.9,42,42,Charlotte,US,35.322567,-80.848905,NC,3742034,123,BMW,M3,car,2011
GASOLINE,,0,0,Waxhaw,US,34.974057,-80.807669,NC,2196702,160,Cadillac,Escalade,suv,2016
GASOLINE,5,7,6,Charlotte,US,35.212292,-80.834918,NC,12916077,106,Mercedes-Benz,CLS-Class,car,2013
GASOLINE,,3,0,Charlotte,US,35.0275,-80.851539,NC,3037725,299,Cadillac,Escalade,suv,2017
GASOLINE,5,1,1,Charlotte,US,35.219631,-80.800584,NC,367350,57,Subaru,Outback,suv,2017
GASOLINE,5,8,7,Charlotte,US,35.028827,-80.850691,NC,3037725,325,Jaguar,F-TYPE,car,2017
GASOLINE,,1,0,Charlotte,US,35.029412,-80.805225,NC,4451172,249,Jaguar,F-TYPE,car,2018
GASOLINE,5,25,22,Charlotte,US,35.217423,-80.856722,NC,10961166,36,Kia,Optima,car,2013
HYBRID,5,10,7,Charlotte,US,35.14693,-80.827737,NC,9113917,42,Ford,C-Max,car,2013
GASOLINE,5,34,31,Charlotte,US,35.106449,-80.984292,NC,8681715,45,Dodge,Charger,car,2018
GASOLINE,4.99,80,72,Charlotte,US,35.146203,-80.827861,NC,9113917,48,Nissan,Altima,car,2018
GASOLINE,5,20,18,Charlotte,US,35.342455,-80.759185,NC,818232,149,BMW,X5,suv,2016
GASOLINE,,0,0,Fort Mill,US,35.052984,-80.917147,SC,14885602,199,Lexus,LX 570,suv,2016
GASOLINE,5,1,1,Waxhaw,US,34.973788,-80.80739,NC,2196702,160,Mercedes-benz,GLE-Class,suv,2020
GASOLINE,4.8,5,5,Monroe,US,35.05505,-80.615634,NC,7760472,68,Chevrolet,Silverado 2500HD,truck,2011
GASOLINE,5,1,1,Huntersville,US,35.439288,-80.860629,NC,12952974,88,GMC,Sierra 1500,truck,2015
GASOLINE,,0,0,Charlotte,US,35.343955,-80.742661,NC,14533875,75,BMW,5 Series,car,2013
GASOLINE,5,2,2,Monroe,US,35.055346,-80.616808,NC,7760472,70,Honda,Odyssey,minivan,2020
GASOLINE,5,12,12,Charlotte,US,35.138297,-80.931565,NC,11552057,74,Dodge,Challenger,car,2019
GASOLINE,5,7,7,Concord,US,35.404983,-80.663254,NC,2983459,50,Kia,Optima,car,2018
GASOLINE,,0,0,Waxhaw,US,34.973639,-80.805322,NC,2196702,80,GMC,Sierra 1500,truck,2016
DIESEL,5,5,5,Charlotte,US,35.059338,-80.850846,NC,3037725,254,Audi,A7,car,2016
GASOLINE,,0,0,Belmont,US,35.271364,-81.034682,NC,15148882,75,Chevrolet,Silverado 1500,truck,2016
GASOLINE,5,2,2,Monroe,US,35.055033,-80.616871,NC,7760472,50,Hyundai,Santa Fe,suv,2013
GASOLINE,4.95,106,96,Charlotte,US,35.222485,-80.816168,NC,21255,80,Dodge,Challenger,car,2018
GASOLINE,4.89,9,9,Charlotte,US,35.217311,-80.851247,NC,3037725,189,Polaris,Slingshot,car,2017
GASOLINE,5,10,8,Kannapolis,US,35.503936,-80.688801,NC,10929956,94,BMW,X1,suv,2017
DIESEL,,0,0,Charlotte,US,35.311862,-80.822026,NC,1311366,60,BMW,3 Series,car,2011
GASOLINE,5,2,2,Indian Trail,US,35.107633,-80.632783,NC,223058,34,Hyundai,Sonata,car,2012
GASOLINE,4.9,83,67,Charlotte,US,35.222103,-80.817934,NC,21255,86,GMC,Acadia,suv,2016
GASOLINE,5,19,15,Charlotte,US,35.146745,-80.827395,NC,9113917,32,Ford,Focus,car,2014
GASOLINE,4.69,14,13,Charlotte,US,35.369861,-80.804576,NC,10581294,46,FIAT,500,car,2013
GASOLINE,5,65,57,Charlotte,US,35.220573,-80.818057,NC,21255,84,Lexus,NX 200t,suv,2017
GASOLINE,5,25,23,Charlotte,US,35.161696,-80.737497,NC,2032137,79,BMW,4 Series,car,2018
GASOLINE,4.56,11,9,Charlotte,US,35.217383,-80.721793,NC,3876016,30,Hyundai,Elantra,car,2017
GASOLINE,5,2,2,Charlotte,US,35.025442,-80.817003,NC,871050,175,Polaris,Slingshot,car,2020
GASOLINE,5,15,14,Concord,US,35.434423,-80.753832,NC,7661635,74,BMW,3 Series,car,2018
GASOLINE,4.94,53,47,Charlotte,US,35.222079,-80.815834,NC,21255,78,Toyota,4Runner,suv,2013
GASOLINE,5,74,63,Charlotte,US,35.161855,-80.736282,NC,2032137,59,BMW,3 Series,car,2011
GASOLINE,4.95,84,75,Charlotte,US,35.221431,-80.818213,NC,21255,66,Ford,Mustang,car,2014
GASOLINE,5,19,19,Charlotte,US,35.369822,-80.804861,NC,10581294,44,MINI,Cooper,car,2013
GASOLINE,5,31,29,Charlotte,US,35.219953,-80.816244,NC,21255,64,Dodge,Challenger,car,2019
GASOLINE,4.97,43,39,Charlotte,US,35.220026,-80.817538,NC,21255,64,Dodge,Challenger,car,2019
GASOLINE,5,2,2,Charlotte,US,35.360366,-80.805454,NC,4293363,66,Audi,A6,car,2013
GASOLINE,4.86,43,36,Mint Hill,US,35.185092,-80.667959,NC,4083567,42,Volkswagen,Jetta,car,2014
GASOLINE,4.86,35,29,Mint Hill,US,35.185785,-80.666999,NC,4083567,43,Hyundai,Elantra,car,2014
GASOLINE,5,3,3,Charlotte,US,35.221421,-80.816631,NC,21255,60,Audi,S4,car,2010
,5,18,17,Charlotte,US,35.025377,-80.81675,NC,871050,80,Lexus,ES 300h,car,2013
HYBRID,4.77,29,22,Charlotte,US,35.025357,-80.815418,NC,871050,82,Lexus,RX 450h,suv,2011
GASOLINE,4.72,41,32,Mint Hill,US,35.18576,-80.667711,NC,4083567,33,Ford,Focus,car,2014
GASOLINE,5,4,3,Charlotte,US,35.248444,-80.79857,NC,5529997,70,Jeep,Grand Cherokee,suv,2018
GASOLINE,4.93,77,71,Charlotte,US,35.220321,-80.817886,NC,21255,60,Subaru,Crosstrek,suv,2017
GASOLINE,4.94,56,51,Charlotte,US,35.162756,-80.736958,NC,2032137,49,Mercedes-Benz,C-Class,car,2013
GASOLINE,4.9,87,73,Charlotte,US,35.22082,-80.815478,NC,21255,56,Nissan,Murano,suv,2011
GASOLINE,5,5,3,Charlotte,US,35.189197,-80.741956,NC,10201100,48,Honda,CR-V,suv,2015
GASOLINE,4.89,21,19,Charlotte,US,35.221749,-80.815497,NC,21255,54,Audi,Q5,suv,2011
GASOLINE,5,2,1,Charlotte,US,35.208555,-80.839012,NC,1533258,189,Maserati,Ghibli,car,2015
GASOLINE,4.98,95,85,Charlotte,US,35.161872,-80.736218,NC,2032137,49,Audi,Q5,suv,2010
HYBRID,5,30,26,Charlotte,US,35.187904,-80.742658,NC,10201100,36,Toyota,Prius,car,2014
GASOLINE,4.95,96,76,Charlotte,US,35.232238,-80.853382,NC,3037170,45,Toyota,Camry,car,2015
GASOLINE,5,9,7,Charlotte,US,35.221021,-80.818285,NC,21255,42,Kia,Optima,car,2016
GASOLINE,5,3,2,Charlotte,US,35.162386,-80.737306,NC,2032137,38,Honda,Civic,car,2016
GASOLINE,5,4,3,Charlotte,US,35.221175,-80.816401,NC,21255,46,BMW,3 Series,car,2008
GASOLINE,4.99,90,79,Charlotte,US,35.16189,-80.736189,NC,2032137,34,Toyota,Corolla,car,2014
GASOLINE,5,4,4,Charlotte,US,35.221318,-80.817374,NC,21255,45,Toyota,RAV4,suv,2017
GASOLINE,4.2,6,5,Charlotte,US,35.221701,-80.816505,NC,21255,48,Mercedes-Benz,C-Class,car,2008
GASOLINE,4.89,11,9,Charlotte,US,35.221198,-80.816676,NC,21255,42,GMC,Acadia,suv,2011
GASOLINE,4.9,50,40,Charlotte,US,35.22255,-80.817325,NC,21255,40,Ford,Edge,suv,2011
GASOLINE,5,7,6,Charlotte,US,35.221081,-80.816878,NC,21255,40,Hyundai,Tucson,suv,2017
GASOLINE,4.92,14,12,Charlotte,US,35.221574,-80.815451,NC,21255,36,Kia,Soul,car,2016
GASOLINE,5,19,14,Charlotte,US,35.220826,-80.818169,NC,21255,36,Kia,Soul,car,2015
GASOLINE,4.94,133,106,Charlotte,US,35.232384,-80.854315,NC,3037170,45,Jeep,Patriot,suv,2016
GASOLINE,5,31,29,Charlotte,US,35.222626,-80.81703,NC,21255,39,Nissan,Versa,car,2017
GASOLINE,4.95,44,42,Charlotte,US,35.220295,-80.817874,NC,21255,34,Dodge,Avenger,car,2014
GASOLINE,5,2,1,Charlotte,US,35.220945,-80.815878,NC,21255,32,Hyundai,Elantra,car,2015
GASOLINE,4.93,16,14,Charlotte,US,35.221504,-80.817962,NC,21255,32,Mazda,3,car,2012
GASOLINE,5,25,23,Charlotte,US,35.221968,-80.815621,NC,21255,32,Kia,Soul,suv,2019
GASOLINE,5,8,6,Concord,US,35.404541,-80.744759,NC,14441110,30,Ford,Fusion,car,2015
GASOLINE,5,1,1,Charlotte,US,35.221243,-80.816798,NC,21255,26,Pontiac,G6,car,2008
ELECTRIC,4.8,23,15,Columbus,US,40.052455,-82.91993,OH,4939761,90,Tesla,Model 3,car,2018
ELECTRIC,5,23,22,New Albany,US,40.087219,-82.805181,OH,7983301,205,Tesla,Model S,car,2018
HYBRID,4.75,53,40,Columbus,US,39.999368,-82.890402,OH,4939761,52,Lexus,CT 200h,car,2011
GASOLINE,5,9,7,Columbus,US,39.99384,-82.921523,OH,3871887,59,Ram,3500,truck,2017
GASOLINE,4.33,11,9,Gahanna,US,40.048571,-82.865669,OH,14585247,37,Dodge,Grand Caravan,minivan,2011
GASOLINE,5,1,1,Lewis Center,US,40.153211,-83.009891,OH,1179125,172,Porsche,Panamera,car,2014
ELECTRIC,5,2,1,Columbus,US,40.065877,-83.066086,OH,11294355,225,Tesla,Model X,suv,2019
ELECTRIC,4.98,59,55,Columbus,US,39.962033,-83.005934,OH,11117757,79,Tesla,Model 3,car,2019
GASOLINE,5,1,1,Dublin,US,40.108401,-83.171689,OH,11810141,90,Land Rover,LR4,suv,2014
GASOLINE,5,20,19,Dublin,US,40.109693,-83.171833,OH,11810141,69,Ford,Mustang,car,2015
GASOLINE,,0,0,Galloway,US,39.939354,-83.159871,OH,15249264,32,Chevrolet,Cruze Limited,car,2016
GASOLINE,5,15,15,Hilliard,US,40.006067,-83.138527,OH,1430131,42,Chrysler,300,car,2011
GASOLINE,,0,0,Bexley,US,39.977011,-82.924808,OH,741230,80,Mercedes-Benz,C-Class,car,2016
GASOLINE,,0,0,Galloway,US,39.938687,-83.160747,OH,15249264,45,GMC,Sierra 1500,truck,2015
ELECTRIC,4.98,70,66,Columbus,US,39.998103,-83.032791,OH,925155,143,Tesla,Model 3,car,2018
GASOLINE,5,8,6,Dublin,US,40.109225,-83.172192,OH,11810141,90,Jeep,Wrangler,suv,2015
GASOLINE,5,1,1,Galloway,US,39.940464,-83.159864,OH,15249264,49,Chevrolet,Equinox,suv,2016
GASOLINE,5,9,8,Dublin,US,40.091252,-83.158436,OH,14575412,59,Mercedes-Benz,E-Class,car,2013
GASOLINE,5,20,18,Groveport,US,39.859364,-82.906484,OH,7403429,245,Porsche,911,car,2006
GASOLINE,5,1,1,Hilliard,US,40.022662,-83.15378,OH,11612505,47,Nissan,Rogue,suv,2016
GASOLINE,4.94,17,17,Hilliard,US,40.022603,-83.153396,OH,11612505,46,Jeep,Patriot,suv,2016
GASOLINE,,0,0,Galena,US,40.231674,-82.949349,OH,12032876,196,Jaguar,F-TYPE,car,2017
GASOLINE,5,5,4,Dublin,US,40.093618,-83.159835,OH,14575412,55,BMW,3 Series,car,2011
GASOLINE,5,6,6,Columbus,US,40.072568,-82.926257,OH,3988891,86,Toyota,86,car,2017
GASOLINE,,0,0,Columbus,US,40.0846,-82.97543,OH,5061667,180,Lincoln,Navigator,suv,2018
GASOLINE,4.88,12,8,Dublin,US,40.057715,-83.16319,OH,14570214,40,Honda,Accord,car,2017
GASOLINE,5,8,4,Columbus,US,39.992706,-83.04577,OH,9712432,90,Mercedes-Benz,CLA-Class,car,2018
GASOLINE,5,19,18,Westerville,US,40.096165,-82.853041,OH,7066139,80,Mercedes-Benz,C-Class,car,2016
GASOLINE,5,16,15,Dublin,US,40.090808,-83.16029,OH,14575412,43,Mitsubishi,Outlander,suv,2014
,4.75,8,8,Richfield,US,41.217754,-81.642733,OH,844274,94,Polaris,Slingshot,car,2019
GASOLINE,5,1,1,Columbus,US,40.135483,-83.010119,OH,15554886,33,Toyota,Corolla,car,2017
GASOLINE,5,3,1,Columbus,US,39.985558,-82.912901,OH,1745880,399,Porsche,Cayman,car,2015
GASOLINE,5,14,12,Columbus,US,40.084413,-82.976096,OH,5061667,90,Cadillac,ATS Coupe,car,2016
GASOLINE,5,4,4,Groveport,US,39.860169,-82.907318,OH,7403429,85,Acura,TLX,car,2018
GASOLINE,4.38,8,8,Columbus,US,39.957981,-82.934389,OH,4005874,170,Jaguar,XF,car,2017
GASOLINE,5,9,8,Columbus,US,40.054047,-82.980328,OH,4709215,47,Buick,Enclave,suv,2016
GASOLINE,5,21,20,Columbus,US,40.053301,-82.980264,OH,4709215,34,Chrysler,200,car,2012
GASOLINE,4.85,38,34,Columbus,US,40.053155,-82.980469,OH,4709215,31,Ford,Fiesta,car,2012
GASOLINE,5,4,3,Colorado Springs,US,38.919148,-104.715227,CO,14892905,31,Ford,Fiesta,car,2019
GASOLINE,4.94,39,35,Colorado Springs,US,38.874203,-104.694102,CO,8231060,33,Toyota,Corolla,car,2009
GASOLINE,,0,0,Colorado Springs,US,38.954063,-104.698272,CO,14216046,42,Ford,Escape,suv,2015
ELECTRIC,5,3,3,Colorado Springs,US,38.752065,-104.835011,CO,3970460,146,Tesla,Model 3,car,2019
GASOLINE,4.95,20,19,Colorado Springs,US,38.82484,-104.854312,CO,10889285,59,Honda,Pilot,suv,2014
GASOLINE,4.8,13,10,Colorado Springs,US,38.782381,-104.810599,CO,1074982,125,GMC,Yukon XL,suv,2019
GASOLINE,,0,0,Colorado Springs,US,38.930978,-104.815065,CO,15766727,85,Acura,RDX,suv,2020
GASOLINE,5,1,1,Colorado Springs,US,38.846217,-104.78595,CO,4231104,65,Jeep,Wrangler,suv,2009
GASOLINE,5,4,3,Colorado Springs,US,38.846002,-104.793834,CO,14428258,150,Ford,F-150,truck,2017
